FIPS,State,County,Unin_children,Per_Unin_children
51760,Virginia,Richmond City,2137,5
51770,Virginia,Roanoke City,1144,5
51775,Virginia,Salem City,196,4
51790,Virginia,Staunton City,225,5
51800,Virginia,Suffolk City,1135,5
51810,Virginia,Virginia Beach City,4917,5
51820,Virginia,Waynesboro City,300,6
51830,Virginia,Williamsburg City,93,5
51840,Virginia,Winchester City,388,6
53000,Washington,,48112,3
53001,Washington,Adams,283,4
53003,Washington,Asotin,116,2
53005,Washington,Benton,1385,2
53007,Washington,Chelan,709,4
53009,Washington,Clallam,551,4
53011,Washington,Clark,3128,3
53013,Washington,Columbia,24,3
53015,Washington,Cowlitz,677,3
53017,Washington,Douglas,402,4
53019,Washington,Ferry,59,4
53021,Washington,Franklin,1202,4
53023,Washington,Garfield,12,2
53025,Washington,Grant,1112,4
53027,Washington,Grays Harbor,517,3
53029,Washington,Island,426,3
53031,Washington,Jefferson,165,4
53033,Washington,King,10434,2
53035,Washington,Kitsap,1556,3
53037,Washington,Kittitas,261,3
53039,Washington,Klickitat,182,4
53041,Washington,Lewis,544,3
53043,Washington,Lincoln,91,4
53045,Washington,Mason,515,4
53047,Washington,Okanogan,479,5
53049,Washington,Pacific,142,4
53051,Washington,Pend Oreille,109,4
53053,Washington,Pierce,5529,3
53055,Washington,San Juan,117,5
53057,Washington,Skagit,987,3
53059,Washington,Skamania,83,4
53061,Washington,Snohomish,5902,3
53063,Washington,Spokane,2720,2
53065,Washington,Stevens,446,4
53067,Washington,Thurston,1655,3
53069,Washington,Wahkiakum,34,4
53071,Washington,Walla Walla,415,3
53073,Washington,Whatcom,1610,4
53075,Washington,Whitman,209,3
53077,Washington,Yakima,3324,4
54000,West Virginia,,12567,3
54001,West Virginia,Barbour,122,4
54003,West Virginia,Berkeley,896,3
54005,West Virginia,Boone,157,3
54007,West Virginia,Braxton,122,4
54009,West Virginia,Brooke,111,3
54011,West Virginia,Cabell,560,3
54013,West Virginia,Calhoun,57,4
54015,West Virginia,Clay,72,4
54017,West Virginia,Doddridge,50,4
54019,West Virginia,Fayette,314,3
54021,West Virginia,Gilmer,40,3
54023,West Virginia,Grant,90,4
54025,West Virginia,Greenbrier,257,4
54027,West Virginia,Hampshire,223,5
54029,West Virginia,Hancock,178,3
54031,West Virginia,Hardy,132,5
54033,West Virginia,Harrison,500,3
54035,West Virginia,Jackson,203,3
54037,West Virginia,Jefferson,440,3
54039,West Virginia,Kanawha,1182,3
54041,West Virginia,Lewis,122,4
54043,West Virginia,Lincoln,180,4
54045,West Virginia,Logan,259,4
54047,West Virginia,McDowell,152,4
54049,West Virginia,Marion,344,3
54051,West Virginia,Marshall,190,3
54053,West Virginia,Mason,189,3
54055,West Virginia,Mercer,423,3
54057,West Virginia,Mineral,159,3
54059,West Virginia,Mingo,199,4
54061,West Virginia,Monongalia,594,3
54063,West Virginia,Monroe,134,5
54065,West Virginia,Morgan,142,4
54067,West Virginia,Nicholas,190,4
54069,West Virginia,Ohio,222,3
54071,West Virginia,Pendleton,61,5
54073,West Virginia,Pleasants,37,3
54075,West Virginia,Pocahontas,60,4
54077,West Virginia,Preston,237,4
54079,West Virginia,Putnam,373,3
54081,West Virginia,Raleigh,459,3
54083,West Virginia,Randolph,191,3
54085,West Virginia,Ritchie,80,4
54087,West Virginia,Roane,128,4
54089,West Virginia,Summers,75,3
54091,West Virginia,Taylor,112,3
54093,West Virginia,Tucker,39,4
54095,West Virginia,Tyler,57,3
54097,West Virginia,Upshur,174,3
54099,West Virginia,Wayne,312,4
54101,West Virginia,Webster,58,3
54103,West Virginia,Wetzel,110,4
54105,West Virginia,Wirt,48,4
54107,West Virginia,Wood,600,3
54109,West Virginia,Wyoming,151,3
55000,Wisconsin,,50708,4
55001,Wisconsin,Adams,180,6
55003,Wisconsin,Ashland,156,4
55005,Wisconsin,Barron,662,7
55007,Wisconsin,Bayfield,173,7
55009,Wisconsin,Brown,2759,4
55011,Wisconsin,Buffalo,167,6
55013,Wisconsin,Burnett,162,6
55015,Wisconsin,Calumet,343,3
55017,Wisconsin,Chippewa,666,5
55019,Wisconsin,Clark,2028,20
55021,Wisconsin,Columbia,606,5
55023,Wisconsin,Crawford,175,5
55025,Wisconsin,Dane,3068,3
55027,Wisconsin,Dodge,634,4
55029,Wisconsin,Door,229,5
55031,Wisconsin,Douglas,329,4
55033,Wisconsin,Dunn,364,4
55035,Wisconsin,Eau Claire,795,4
55037,Wisconsin,Florence,33,5
55039,Wisconsin,Fond du Lac,876,4
55041,Wisconsin,Forest,108,6
55043,Wisconsin,Grant,780,7
55045,Wisconsin,Green,331,4
55047,Wisconsin,Green Lake,348,8
55049,Wisconsin,Iowa,225,4
55051,Wisconsin,Iron,42,5
55053,Wisconsin,Jackson,291,6
55055,Wisconsin,Jefferson,675,4
55057,Wisconsin,Juneau,280,5
55059,Wisconsin,Kenosha,1354,3
55061,Wisconsin,Kewaunee,182,4
55063,Wisconsin,La Crosse,713,3
55065,Wisconsin,Lafayette,352,8
55067,Wisconsin,Langlade,197,5
55069,Wisconsin,Lincoln,192,4
55071,Wisconsin,Manitowoc,694,4
55073,Wisconsin,Marathon,1256,4
55075,Wisconsin,Marinette,312,4
55077,Wisconsin,Marquette,195,6
55078,Wisconsin,Menominee,58,4
55079,Wisconsin,Milwaukee,7148,3
55081,Wisconsin,Monroe,790,7
55083,Wisconsin,Oconto,350,4
55085,Wisconsin,Oneida,264,4
55087,Wisconsin,Outagamie,1746,4
55089,Wisconsin,Ozaukee,596,3
55091,Wisconsin,Pepin,98,6
55093,Wisconsin,Pierce,360,4
55095,Wisconsin,Polk,432,5
55097,Wisconsin,Portage,469,3
55099,Wisconsin,Price,134,5
55101,Wisconsin,Racine,1583,3
55103,Wisconsin,Richland,260,7
55105,Wisconsin,Rock,1418,4
55107,Wisconsin,Rusk,190,7
55109,Wisconsin,St. Croix,665,3
55111,Wisconsin,Sauk,688,5
55113,Wisconsin,Sawyer,234,7
55115,Wisconsin,Shawano,468,5
55117,Wisconsin,Sheboygan,984,4
55119,Wisconsin,Taylor,257,5
55121,Wisconsin,Trempealeau,508,7
55123,Wisconsin,Vernon,762,9
55125,Wisconsin,Vilas,247,7
55127,Wisconsin,Walworth,1136,5
55129,Wisconsin,Washburn,149,5
55131,Wisconsin,Washington,881,3
55133,Wisconsin,Waukesha,2293,2
55135,Wisconsin,Waupaca,449,4
55137,Wisconsin,Waushara,280,6
55139,Wisconsin,Winnebago,1190,3
55141,Wisconsin,Wood,689,4
56000,Wyoming,,9475,7
56001,Wyoming,Albany,328,5
56003,Wyoming,Big Horn,331,11
56005,Wyoming,Campbell,902,7
56007,Wyoming,Carbon,289,8
56009,Wyoming,Converse,245,7
56011,Wyoming,Crook,177,9
56013,Wyoming,Fremont,974,9
56015,Wyoming,Goshen,238,9
56017,Wyoming,Hot Springs,60,6
56019,Wyoming,Johnson,131,7
56021,Wyoming,Laramie,1205,5
56023,Wyoming,Lincoln,387,7
56025,Wyoming,Natrona,1298,7
56027,Wyoming,Niobrara,45,10
56029,Wyoming,Park,444,7
56031,Wyoming,Platte,131,7
56033,Wyoming,Sheridan,376,6
56035,Wyoming,Sublette,181,8
56037,Wyoming,Sweetwater,709,6
56039,Wyoming,Teton,384,9
56041,Wyoming,Uinta,400,7
56043,Wyoming,Washakie,133,7
56045,Wyoming,Weston,107,7
